"","EorP","CapShape","CapSurf","CapColor","Bruises","Odor","GillAtt","GillSpace","GillSize","GillColor","StalkShape","StalkRoot","SsurfAbove","SsurfBelow","ScolorAbove","ScolorBelow","VeilType","VeilColor","RingNum","RingType","Spore","Pop","Habitat"
"6354","p","f","s","n","f","y","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","l"
"6355","p","f","s","n","f","y","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"6356","p","x","s","n","f","y","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"6357","p","f","y","n","f","f","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"6358","p","x","s","n","f","y","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"6359","p","x","s","n","f","y","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"6360","p","f","s","n","f","f","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"6361","p","f","y","n","f","f","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","d"
"6362","p","x","y","e","f","y","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","d"
"6363","p","f","s","e","f","f","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","l"
"6364","p","f","y","n","f","s","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","d"
"6365","p","f","s","e","f","y","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","l"
"6366","p","x","s","n","f","f","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"6367","e","k","f","w","f","n","f","w","b","p","e","?","k","k","w","w","p","w","t","p","w","n","g"
"6368","p","x","s","n","f","f","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"6369","p","f","s","n","f","f","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","d"
"6370","p","f","y","n","f","y","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"6371","p","f","s","n","f","f","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","d"
"6372","p","f","y","n","f","y","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","d"
"6373","p","f","y","n","f","f","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","l"
"6374","p","f","s","n","f","f","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","d"
"6375","p","f","y","e","f","y","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"6376","e","b","s","n","f","n","a","c","b","o","e","?","s","s","o","o","p","o","o","p","o","v","l"
"6377","p","f","s","e","f","f","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","d"
"6378","p","f","s","e","f","s","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"6379","p","x","s","e","f","y","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","l"
"6380","p","f","y","n","f","s","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","l"
"6381","p","f","y","e","f","s","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"6382","p","f","s","n","f","f","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","l"
"6383","p","f","y","e","f","s","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","l"
"6384","p","f","s","n","f","s","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"6385","p","k","y","n","f","y","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"6386","p","f","y","e","f","f","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","l"
"6387","p","f","s","e","f","s","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","d"
"6388","p","x","y","e","f","f","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"6389","p","f","s","n","f","y","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","l"
"6390","p","x","s","e","f","s","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"6391","p","k","y","n","f","y","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"6392","p","x","s","n","f","s","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"6393","p","x","y","e","f","f","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","d"
"6394","p","f","y","n","f","y","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","d"
"6395","p","f","s","e","f","y","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","d"
"6396","p","f","s","n","f","f","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"6397","e","x","s","w","f","n","f","w","b","g","e","?","k","s","w","w","p","w","t","p","w","s","g"
"6398","p","f","y","n","f","y","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","d"
"6399","p","f","s","n","f","f","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","l"
"6400","p","x","y","e","f","y","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","l"
"6401","p","f","s","e","f","s","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","l"
"6402","p","x","s","n","f","s","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"6403","p","x","y","e","f","f","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","l"
"6404","e","k","f","g","f","n","f","w","b","g","e","?","k","k","w","w","p","w","t","p","w","s","g"
"6405","p","f","s","e","f","s","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","l"
"6406","p","f","y","e","f","s","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"6407","e","b","f","w","f","n","f","w","b","w","e","?","s","k","w","w","p","w","t","p","w","s","g"
"6408","p","f","s","n","f","y","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","l"
"6409","p","x","y","e","f","s","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","l"
"6410","p","x","y","e","f","f","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","d"
"6411","p","f","s","n","f","s","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"6412","p","x","s","n","f","f","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","d"
"6413","p","f","s","e","f","s","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"6414","p","f","s","e","f","s","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","l"
"6415","p","f","s","e","f","s","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","l"
"6416","p","x","y","e","f","m","f","c","b","w","e","c","k","y","c","c","p","w","n","n","w","c","d"
"6417","p","f","y","n","f","y","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","d"
"6418","p","f","y","e","f","y","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","d"
"6419","p","x","s","e","f","s","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"6420","p","f","s","e","f","y","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"6421","p","f","y","e","f","f","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"6422","p","f","y","e","f","s","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","l"
"6423","p","x","s","e","f","f","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","l"
"6424","p","f","s","e","f","s","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"6425","e","x","s","n","f","n","a","c","b","n","e","?","s","s","o","o","p","n","o","p","y","c","l"
"6426","p","f","y","n","f","s","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","d"
"6427","p","f","y","e","f","s","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","l"
"6428","p","f","y","e","f","s","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","l"
"6429","p","x","s","n","f","f","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"6430","p","x","s","e","f","y","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","d"
"6431","p","x","y","e","f","f","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","d"
"6432","p","x","s","e","f","s","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"6433","p","x","y","e","f","y","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"6434","p","f","y","e","f","f","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"6435","e","x","s","n","f","n","a","c","b","n","e","?","s","s","o","o","p","n","o","p","o","v","l"
"6436","p","f","s","n","f","s","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"6437","p","x","y","e","f","f","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"6438","p","f","s","n","f","f","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","d"
"6439","p","f","y","e","f","y","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"6440","p","x","y","e","f","f","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","d"
"6441","p","x","s","n","f","s","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","d"
"6442","p","x","s","n","f","f","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","l"
"6443","p","x","s","n","f","y","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","l"
"6444","p","x","y","e","f","s","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","d"
"6445","p","f","s","n","f","y","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","l"
"6446","p","f","s","n","f","y","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","l"
"6447","p","k","y","e","f","y","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","l"
"6448","p","x","s","n","f","y","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","d"
"6449","p","f","y","n","f","y","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"6450","e","k","s","w","f","n","f","w","b","g","e","?","s","k","w","w","p","w","t","p","w","n","g"
"6451","p","f","s","e","f","y","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","l"
"6452","p","x","s","e","f","y","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","l"
"6453","p","f","y","n","f","f","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","d"
"6454","p","f","y","n","f","s","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"6455","p","f","y","e","f","y","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","d"
"6456","p","x","s","n","f","f","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"6457","p","f","y","n","f","s","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","l"
"6458","p","x","s","n","f","s","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","l"
"6459","p","k","y","n","f","y","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","l"
"6460","p","f","s","e","f","s","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","d"
"6461","p","f","y","e","f","s","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","l"
"6462","p","f","y","e","f","f","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","l"
"6463","p","f","y","e","f","s","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"6464","p","f","y","n","f","f","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"6465","p","f","y","n","f","f","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","l"
"6466","p","k","y","n","f","y","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","l"
"6467","p","k","y","n","f","y","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"6468","p","f","s","e","f","y","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"6469","p","x","s","e","f","y","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","d"
"6470","p","k","s","n","f","f","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","l"
"6471","p","x","s","e","f","f","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"6472","p","f","s","n","f","f","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","d"
"6473","p","x","s","e","f","s","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","l"
"6474","p","f","s","n","f","y","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"6475","p","x","s","n","f","f","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","l"
"6476","p","f","y","e","f","y","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","d"
"6477","p","x","s","n","f","f","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","l"
"6478","p","x","s","e","f","y","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"6479","p","x","s","e","f","s","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","d"
"6480","p","x","s","n","f","s","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"6481","p","x","y","e","f","s","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","d"
"6482","p","f","y","e","f","y","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"6483","p","f","s","e","f","s","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","d"
"6484","p","x","s","e","f","y","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","d"
"6485","p","f","y","e","f","y","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","l"
"6486","p","f","s","e","f","y","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"6487","p","f","s","e","f","s","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","l"
"6488","p","f","y","n","f","f","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","d"
"6489","p","f","s","n","f","s","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"6490","p","x","s","e","f","f","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"6491","p","f","y","n","f","s","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","l"
"6492","p","f","s","n","f","s","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","d"
"6493","p","f","y","n","f","f","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","l"
"6494","p","f","s","e","f","s","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","l"
"6495","p","f","y","e","f","f","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"6496","p","f","y","n","f","y","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","d"
"6497","p","f","s","e","f","y","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","d"
"6498","p","f","s","e","f","f","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","d"
"6499","p","f","y","n","f","s","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","d"
"6500","p","f","s","e","f","f","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","d"
"6501","p","f","s","n","f","f","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","d"
"6502","p","k","y","e","f","s","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","d"
"6503","p","f","y","e","f","f","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","d"
"6504","p","f","s","e","f","f","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","d"
"6505","p","f","y","e","f","y","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","d"
"6506","p","f","y","n","f","s","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","l"
"6507","p","f","y","e","f","f","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"6508","p","f","s","n","f","s","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"6509","p","x","y","e","f","y","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","d"
"6510","e","x","f","w","f","n","f","w","b","p","e","?","k","s","w","w","p","w","t","p","w","n","g"
"6511","p","x","s","e","f","s","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","d"
"6512","p","x","s","e","f","f","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","l"
"6513","p","f","y","n","f","y","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","l"
"6514","p","x","s","e","f","y","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","d"
"6515","p","x","s","n","f","y","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","d"
"6516","p","x","s","n","f","f","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"6517","p","x","s","n","f","y","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","l"
"6518","e","x","f","g","f","n","f","w","b","p","e","?","s","k","w","w","p","w","t","p","w","n","g"
"6519","p","f","y","e","f","f","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","l"
"6520","p","f","y","e","f","f","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","l"
"6521","p","x","y","e","f","y","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"6522","p","x","s","n","f","y","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"6523","p","k","s","e","f","y","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"6524","p","k","y","e","f","f","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","d"
"6525","p","f","y","e","f","s","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","d"
"6526","p","x","s","n","f","f","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","l"
"6527","p","f","s","n","f","s","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","l"
"6528","p","x","s","e","f","s","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"6529","p","f","y","n","f","y","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","d"
"6530","p","x","s","n","f","s","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"6531","e","k","f","w","f","n","f","w","b","p","e","?","s","k","w","w","p","w","t","p","w","n","g"
"6532","p","k","y","n","f","f","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","d"
